trans_num,category,amt,gender,state,zip,lat,long,city_pop,job,unix_time,merch_lat,merch_long,trans_date,age,is_fraud
5b52378eee32883f0dd60e506ac911fd,shopping_pos,996.31,M,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1372113010,43.110777,-78.685005,20200624,62,1
6e37d3d1cc9d701679fd3910c20808d6,shopping_net,902.3,M,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1372115194,41.940223,-78.541627,20200624,62,1
b971b65d32c1d9b36223370bb5744a94,shopping_pos,741.77,M,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1372115728,43.225233,-77.814218,20200624,62,1
53252776f86750964b0ab9b922708d15,shopping_net,900.77,F,ME,4680,44.4971,-67.9503,1131,Make,1372116006,44.971125,-68.909197,20200624,62,1
8c171170a9bf40cd94df9c66c3ede970,shopping_pos,1047.3,M,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1372116262,43.217469,-78.336094,20200624,62,1
684959c9c371a7c2407502b86861bd76,misc_net,737.99,F,ME,4680,44.4971,-67.9503,1131,Make,1372117615,44.894012,-68.761446,20200624,62,1
a113daae572eb0d73af45fbc4fd5cb50,misc_pos,49.18,F,ME,4680,44.4971,-67.9503,1131,Make,1372118072,45.216686,-67.154141,20200624,62,1
1e28f4d8c246e631eaa939dbb9dfa19a,shopping_net,1046.97,F,ME,4680,44.4971,-67.9503,1131,Make,1372184186,45.05939,-68.335587,20200625,62,1
26b513dd77a2680fab058dd8b113c108,misc_net,850.82,F,ME,4680,44.4971,-67.9503,1131,Make,1372199067,44.386233,-68.757723,20200625,62,1
49a574fd22e8a19f229830c40eda50b2,shopping_net,976.48,F,ME,4680,44.4971,-67.9503,1131,Make,1372201279,44.955637,-67.503251,20200625,62,1
77177e8f49edc26821f92714d1ec7669,travel,4.64,F,ME,4680,44.4971,-67.9503,1131,Make,1372203439,44.031055,-68.815604,20200625,62,1
4c0e38b525e9490d3ca71b7e0c6de539,food_dining,95.52,M,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",1372204117,43.143611,-78.708062,20200625,62,1
ec0fd69e21b2d1227bdd96d25061c74c,grocery_pos,297.2,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372210514,33.248204,-85.745045,20200626,58,1
79f7c82fe50e90466309135ad1b793d9,grocery_pos,315.72,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372211515,34.843287,-85.800046,20200626,58,1
01bbbf7a906610fe6f4fd20c7d4ca99a,gas_transport,8.32,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372226213,33.27753,-86.362105,20200626,58,1
442a3b75f70a884b86275f9db67f17a5,grocery_pos,309.04,M,IN,46322,41.55,-87.4569,23727,Community arts worker,1372239093,40.821649,-86.546862,20200626,39,1
d002efc2db8e4a586a955557a3543ac4,home,219.46,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372264446,33.227584,-86.050751,20200626,58,1
decbf2d0117525e5104b9c8bf353dd1c,misc_net,749.59,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372284487,34.483166,-86.335108,20200626,58,1
7950c9c41b8854359ef6307ed6d15678,shopping_net,1129.53,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372285201,34.539133,-86.761941,20200626,58,1
e8cdb55d2b4a6f26f9d999bcd65fead1,misc_net,844.29,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372287304,34.590163,-85.767171,20200626,58,1
913d395d3dfc5d93fdf25dc9f7870653,shopping_net,949.88,M,IN,46322,41.55,-87.4569,23727,Community arts worker,1372288726,41.618135,-87.554747,20200626,39,1
9d24c700341ca7aa0e9b3d48fcf4e2b1,shopping_net,935.06,M,IN,46322,41.55,-87.4569,23727,Community arts worker,1372289865,41.155063,-86.645029,20200626,39,1
92cb4901841afb9c374df14d36dfac38,shopping_net,1025.61,M,IN,46322,41.55,-87.4569,23727,Community arts worker,1372289890,41.802631,-88.389592,20200626,39,1
2e8c9135069fbe6f5aa93a8fa2ac655f,gas_transport,18.25,F,SD,57426,45.7205,-98.5534,63,Systems developer,1372293738,44.744951,-98.214561,20200627,51,1
bbcd797cf07dcba83d609ee6a5b79f6f,gas_transport,11.82,M,IN,46322,41.55,-87.4569,23727,Community arts worker,1372295665,41.554511,-87.016728,20200627,39,1
edcfe3e9c8859adcb31bba8bdb90286d,misc_net,764.71,M,IN,46322,41.55,-87.4569,23727,Community arts worker,1372298809,41.870903,-87.172741,20200627,39,1
d5ae7acabb0e7eac640e72d0e5c0528f,grocery_pos,294.78,M,IN,46322,41.55,-87.4569,23727,Community arts worker,1372304915,41.505282,-86.715398,20200627,39,1
75c0ae4b4a70b9905579fcb4b612569e,shopping_net,917.11,M,IN,46322,41.55,-87.4569,23727,Community arts worker,1372349643,40.691289,-87.412344,20200627,39,1
276495f58de3af46843647fdd00843eb,misc_net,667.17,F,SD,57426,45.7205,-98.5534,63,Systems developer,1372362479,46.0403,-97.71046,20200627,51,1
4bfcd98ca90ac23496def4c6a39120db,travel,9.99,M,IN,46322,41.55,-87.4569,23727,Community arts worker,1372371788,41.104946,-87.261548,20200627,39,1
c3ba6123277e80c42c5190ddd6867c37,food_dining,135.82,F,SD,57426,45.7205,-98.5534,63,Systems developer,1372372747,45.419993,-97.823968,20200627,51,1
140105375e97c577a1a0d363e4cedcd4,entertainment,614.72,F,SD,57426,45.7205,-98.5534,63,Systems developer,1372373713,44.920705,-99.264799,20200627,51,1
3d267ca2d3dfdd0330952d5e751fc11d,shopping_net,996.41,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372374251,34.247756,-84.949305,20200627,58,1
e97bba7a016e370eb4523ef437e3020a,shopping_net,895.25,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372374422,33.710897,-85.099656,20200627,58,1
815353b246f784616181388d7be9000d,shopping_net,1134.41,F,AL,35901,34.048,-85.9246,67082,Physiological scientist,1372375602,33.114693,-85.837443,20200627,58,1
cc544877174677085ec9ae06d02d2c85,grocery_pos,314.28,M,OH,44307,41.0695,-81.5488,272134,Call centre manager,1372384909,40.256607,-81.036006,20200628,57,1
75c12eac15ec1bfcfa937d917e5e7cf1,grocery_pos,319.53,F,SD,57426,45.7205,-98.5534,63,Systems developer,1372389832,45.247843,-98.280882,20200628,51,1
b85e1410861909e7bd3bdd1af343a589,grocery_pos,241.45,M,OH,44307,41.0695,-81.5488,272134,Call centre manager,1372402686,40.19583,-81.591419,20200628,57,1
8a6c3bd7b38794bb2355ee761f5325b5,shopping_net,1159.89,M,OH,44307,41.0695,-81.5488,272134,Call centre manager,1372457528,40.763354,-81.317657,20200628,57,1
64e62a158d8caaa54ad30e767fd8cab3,shopping_net,1051.14,F,SD,57426,45.7205,-98.5534,63,Systems developer,1372458089,46.45845,-98.578936,20200628,51,1
6cc195cdb0c39f3ab5d2b1a5860b86a2,shopping_net,1142.66,M,OH,44307,41.0695,-81.5488,272134,Call centre manager,1372461866,41.894724,-81.866035,20200628,57,1
745d3d22bf0b7eb753d2d08899f9666a,misc_net,777.75,F,SD,57426,45.7205,-98.5534,63,Systems developer,1372462104,45.128934,-98.292388,20200628,51,1
041e573c99f5f86a5110a99a2227d976,shopping_net,1197.26,M,OH,44307,41.0695,-81.5488,272134,Call centre manager,1372463331,40.199599,-81.108596,20200628,57,1
3c07233862b52f7f1956a87a881df970,grocery_pos,307.26,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372464924,37.582402,-85.696596,20200629,69,1
4afe8724ad1ed51bca2f0d08c9529e3b,shopping_net,969.7,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372468623,37.310617,-92.913015,20200629,35,1
cbe1550ef2f98882371a0f8a4c69f9ac,grocery_pos,314.73,M,OH,44307,41.0695,-81.5488,272134,Call centre manager,1372469343,40.870022,-81.91135,20200629,57,1
8c4c540bf889c0b690f005edae8ebaec,grocery_pos,347.63,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372471813,37.370362,-91.874828,20200629,35,1
5b2e5ab411dfd8712bce667fc37487ec,grocery_pos,342.87,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372472608,39.533647,-75.101612,20200629,81,1
d1fee4e236e02808b987557689681670,grocery_pos,291.15,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372473881,37.790394,-85.506713,20200629,69,1
96fb1e00060b63140d16a3fe25fdc018,grocery_pos,326.49,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372476721,40.115189,-75.488261,20200629,81,1
ea34095276881590a94477b94f1e4ef5,shopping_net,1071.19,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372488959,36.218266,-91.793638,20200629,35,1
29adf16de2a376ca8ac610a8dad5d0dc,grocery_pos,344.74,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372493800,37.618824,-85.437693,20200629,69,1
1dd7558077da437b22b45843f6d367ed,entertainment,443.97,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372527867,37.737605,-86.051863,20200629,69,1
2be9e43e548dbb483e97a071c175e341,shopping_pos,854.92,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372543842,38.759631,-74.136925,20200629,81,1
75523b58f5e36ecf78169790695888a2,home,342.36,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372545358,35.871554,-91.637032,20200629,35,1
3f34d846a251a3e8231c6a1a107c514d,grocery_pos,320.36,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372545807,40.013038,-74.902923,20200629,81,1
9bedb0a04a7ae8a83a4f69e3b4b73584,personal_care,21.88,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372547414,37.325467,-91.58335,20200629,35,1
4358e65f19b0a0fdc7599ac3a9fb8cc4,travel,8.85,F,NC,28073,35.1836,-81.4552,5621,Toxicologist,1372547773,35.660418,-80.569244,20200629,47,1
e3745021f85a57c9d1a71bab8b24a60e,shopping_pos,888.56,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372548508,38.033283,-85.154835,20200629,69,1
c4e3ebb2bca77ccca9b9df8502d90c62,kids_pets,20.53,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372549080,36.34707,-92.601754,20200629,35,1
44f5d5219fd33b33b24ee4770448d2a9,misc_net,878.42,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372549246,37.68554,-84.893428,20200629,69,1
74b721d183db1c513bc156019c60afcc,personal_care,22.91,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372549923,35.459619,-92.066649,20200629,35,1
90883d6aab0c0806b2cf11e35d0ca9e3,shopping_net,1004.99,M,OH,44307,41.0695,-81.5488,272134,Call centre manager,1372550116,40.682223,-80.74166,20200629,57,1
a7b0e7daa0740e90defdfb8016a2c5d7,misc_net,793.07,M,OH,44307,41.0695,-81.5488,272134,Call centre manager,1372550118,41.703644,-80.949957,20200629,57,1
10741337feb34e8968811157c6493b6c,shopping_pos,1013.85,M,OH,44307,41.0695,-81.5488,272134,Call centre manager,1372550165,40.166832,-82.007641,20200629,57,1
82ba6ca203d06e79c6b4acf1bddcc869,gas_transport,9.78,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372550636,46.832982,-121.160406,20200630,37,1
16ded14a96590df73cefe07a030feef8,grocery_pos,302.75,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372551368,38.526678,-85.630686,20200630,69,1
aff7beec1f91f7f1306f7f5109b8a20c,gas_transport,18.82,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372551888,39.297454,-74.974855,20200630,81,1
db61932a533ba7ff64a37c40cb90c610,grocery_pos,315.39,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372552039,37.478147,-86.731721,20200630,69,1
7d796223fc49800674cfc03e0dccfd3c,shopping_net,1020.48,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372555508,47.856895,-121.562764,20200630,37,1
72613d844481e8c44ac275c685bff23f,misc_net,795.07,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372555964,36.52083,-92.26128,20200630,35,1
dbab11d6b66735e14dffaf08b5601ad8,shopping_net,829.4,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372556426,35.582422,-91.611369,20200630,35,1
3c90d3d6824bdfc4e651d6429f1ddb6a,grocery_pos,319.23,F,NC,28073,35.1836,-81.4552,5621,Toxicologist,1372557752,34.210592,-80.548441,20200630,47,1
727c7e6ae1535b06478ec11792f2252f,gas_transport,8.06,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372558282,46.570814,-121.952525,20200630,37,1
dfa5e2df49cf191beff23c3b1ac3ca5c,shopping_pos,772.65,F,NC,28073,35.1836,-81.4552,5621,Toxicologist,1372558582,35.055611,-81.829295,20200630,47,1
733738546cc3af37d6e29be2bdf6de9f,grocery_pos,353.35,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372559800,36.867779,-91.124677,20200630,35,1
27dd61f3be37825fa5738d4d2e3693f3,grocery_pos,348.48,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372561185,47.635992,-122.36239,20200630,37,1
776f09532c82d906fc3204573f59fd01,grocery_pos,320.73,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372561589,38.785077,-75.598612,20200630,81,1
3dda3ac2b2761af10c80293a815aa333,shopping_pos,826.27,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372562010,48.399267,-121.500632,20200630,37,1
49d64edb852c5d9dc80541f9afe7dc02,entertainment,483.28,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372562161,47.375404,-121.358143,20200630,37,1
976629432ffb9bc65367d43fae181ca2,shopping_net,1071.12,F,NC,28073,35.1836,-81.4552,5621,Toxicologist,1372562467,35.853558,-81.172494,20200630,47,1
a56ef946aaa6ce8a461f001ff3fc3e02,grocery_pos,307.33,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372562869,38.653216,-74.367462,20200630,81,1
90b9ba9e0e7819c7c610579f702d5928,grocery_pos,347.88,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372564163,39.416971,-74.206697,20200630,81,1
ed40b7db85bb1279000dc0f694a88305,entertainment,520.02,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372564790,46.780492,-122.916246,20200630,37,1
67fb6fe6c1d08ae7c237a36aba3dbead,misc_pos,8.13,F,NC,28073,35.1836,-81.4552,5621,Toxicologist,1372567287,36.05983,-81.818185,20200630,47,1
b882c9e703b2b5bf2c2ac5844e1bd586,misc_net,778.42,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372568700,35.631507,-92.411869,20200630,35,1
b7777c291eab9462af404396a76af9fb,shopping_net,989.92,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372586640,36.729191,-92.401574,20200630,35,1
645d25f4ce11bab807386a38ab6b53f3,shopping_net,1143.96,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372595234,39.219237,-86.654254,20200630,69,1
438264358e822fe875706f82c0bd0cd9,kids_pets,19.68,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372610535,47.859839,-121.232474,20200630,37,1
c2a0c0f7584998bb67c6c81f01d3387c,misc_pos,50.07,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372619767,39.340316,-75.669888,20200630,81,1
1323d15c189239192dcf5ebe8c282a38,shopping_net,1123.95,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372628321,39.045168,-74.554456,20200630,81,1
a6082c1bd6b00d7b9f8b0b2a4e1bce95,misc_net,830.06,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372629777,38.668035,-74.779532,20200630,81,1
8114c8e33fe9355abc34778fe9a45f06,health_fitness,23.36,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372630696,47.151091,-122.373027,20200630,37,1
00085870bedcd93286a0ae7277f38d3f,kids_pets,18.85,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372631545,36.86303,-91.371724,20200630,35,1
8d624487e70bee749037423bd007b49b,health_fitness,18.4,F,NC,28073,35.1836,-81.4552,5621,Toxicologist,1372632180,35.179315,-82.382785,20200630,47,1
9ca9e0b00e42cf6ca60957bf5bff7419,shopping_net,993.55,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372633472,38.188666,-86.542169,20200630,69,1
11f1ae917c13c725aa0843ec04ef447b,shopping_net,970.38,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372634178,39.403926,-74.773576,20200630,81,1
f7d1d432a8fd5abfedb08523d7c0a9f8,misc_net,809.53,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372634188,38.487274,-74.886792,20200630,81,1
6736d580fbae1911b7f3117b1daedbc7,shopping_pos,917.97,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372634200,37.6226,-85.912793,20200630,69,1
a4511c9f31cf1f9543376ce3d7116286,home,277.68,F,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1372634481,36.308326,-92.353418,20200630,35,1
078da9a1497abd069d041aec3acfa627,grocery_pos,359.26,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372635952,39.48877,-75.297022,20200630,81,1
71185970c3e5ee07c3d62523a8d5117b,shopping_pos,727.32,F,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372635990,39.889722,-74.958256,20200630,81,1
c319a3249bd476147cf1bbe36686a0ec,grocery_pos,284.94,F,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1372636115,39.075545,-85.607381,20200630,69,1
c41ee8fafceb3d02a63ef5f5a988f5f2,shopping_net,1001.99,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372650771,47.402638,-122.645785,20200701,37,1
15b897bf56a8d38a3b203a546e0ffedf,home,232.25,F,WA,98027,47.4974,-122.0107,50489,Osteopath,1372692074,48.472294,-121.312176,20200701,37,1
b39c397e0b3c1732fc4826c73709a86f,personal_care,17.71,F,CO,80120,39.5994,-105.0044,320420,Water engineer,1372719081,39.640502,-104.816614,20200701,46,1
cbf176a26c352af4f2a795f456b48bd9,food_dining,132.33,F,CO,80120,39.5994,-105.0044,320420,Water engineer,1372738363,39.705499,-104.817495,20200702,46,1
97bbc042914e545105dd6bbbec258021,grocery_pos,278.04,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372812067,39.31171,-77.683835,20200703,37,1
d2a49198c40821fe67ef30954454e573,gas_transport,6.99,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372816350,40.036844,-79.139843,20200703,37,1
b56df12b11d11c240c6927ecd3a667c9,grocery_pos,305.34,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372844153,40.159578,-78.109956,20200703,37,1
3ff79c3fc560882aa125a5e7ebb474df,misc_pos,6.67,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372889981,40.042611,-77.734092,20200703,37,1
e343db8193fac341cc23997d4eb71be9,misc_net,693.71,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372891450,39.840071,-78.945141,20200703,37,1
b75e90645042d413db4a855d66f8b568,shopping_net,991.33,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372892842,39.333607,-77.996704,20200703,37,1
f441409c4697dcfc08f7e217ecaa7166,shopping_net,840.53,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372895025,40.146169,-78.837614,20200703,37,1
72b5da03a83ced46ae9568c63bc8797a,grocery_pos,291,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372901208,39.993252,-78.240985,20200704,37,1
4ec394c1ee618630a9b35d47653000bf,misc_net,685.26,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372901456,39.093353,-78.094325,20200704,37,1
1467d5fccdc1fdffc9631dc2ce881640,grocery_pos,352.15,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1372907861,34.737279,-81.365331,20200704,27,1
d4e1ced955e544fe79c731b09eb53b4c,shopping_pos,627.43,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1372908613,33.464183,-81.317635,20200704,27,1
3e8d88203c0584354a62b45d65a2bcd2,entertainment,572.32,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1372912936,33.775548,-80.95723,20200704,27,1
641d2681ddc413095cd3053900738738,grocery_pos,349.74,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1372933730,33.595316,-81.34936,20200704,27,1
cd1bf52e80cc6e25dd3fcdbfe6c78ac6,shopping_net,874.99,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372977347,39.618476,-77.753339,20200704,37,1
4a4e21ce770f66574cdd04dc0ca4a001,misc_net,709.43,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372981443,39.114715,-77.385777,20200704,37,1
5f5b06dc204aff66844b625071f0a75d,misc_pos,7.6,M,MD,21750,39.6991,-78.1762,3766,Press photographer,1372981501,39.765177,-78.916377,20200704,37,1
9e14e84443b2d791cf399fc4485ad732,grocery_pos,343.75,F,TX,79837,31.924,-105.2099,579,Hydrogeologist,1372983513,31.462816,-105.918915,20200705,75,1
c721a78ffccf105d4d933ed1bd1b7093,misc_net,875.02,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1372987376,34.93699,-81.524364,20200705,27,1
7024b5e078a38e856a02e749353d3c48,grocery_pos,338.47,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1372988778,33.852327,-80.962576,20200705,27,1
05668abc68d0c0f435bf53247eb44d99,food_dining,136.93,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1372992298,35.143215,-82.367929,20200705,27,1
84534f4f35cc58682d9b9de43a94521f,grocery_net,13.13,F,TX,79837,31.924,-105.2099,579,Hydrogeologist,1372994153,31.665331,-105.654444,20200705,75,1
3530fd1cd6d9e8302e543bc3c40c4212,food_dining,115.28,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1372995734,33.233527,-82.208767,20200705,27,1
877ba4621f103c3264f8b34d82b8c976,entertainment,520.74,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1372996228,34.537761,-81.558632,20200705,27,1
9b3c14d97332ea51409c55a4051d43a9,home,252.48,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1373043841,34.278473,-80.69075,20200705,27,1
db58a9737e9c64eabcf5b5671e5e45e3,personal_care,21.11,F,SC,29127,34.1832,-81.5324,8333,Archaeologist,1373062411,34.658999,-81.376431,20200705,27,1
15c478b387213744e5f32e43aae247c2,misc_pos,51.79,F,TX,79837,31.924,-105.2099,579,Hydrogeologist,1373063371,32.128386,-105.636375,20200705,75,1
